title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Population Data and Vital Statistics in Kazakhstan, 2015-2016	This website with data contains data about all cause morbidity in Kazakhstan by age, gender and region from 2015 to 2016 year in XML, JSON, DOCX, XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2015-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000199	null	Public Dataset of Health Statistics of the Republic of Kazakhstan, the Ministry of Health of Kazakhstan	null	null	null	https://data.egov.kz/datasets/view?index=turleri_onirler_men_zhyldar_b	null	XML, JSON, DOCX, XLSX	null	null	Kazakhstan		KZ	null	null
Population Data, Mortality and Environmental Data in Luxembourgh, 1904-2013	This database contains data about incidences of communicable diseases and mortality by cause from 1904 to 2013 in CSV and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1904-2013, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000216	null	The Government of Luxembourg	null	null	null	http://www.statistiques.public.lu/en/index.html	null	CSV, PDF	null	null	Luxembourgh		LU	null	null
Population Data and Vital Statistics in Macedonia, 2005-2016	This database contains data about demographic and vital statistics in Macedonia from 2005 to 2016 year in PX, CSV, XLSX, JSON format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2005-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000218	null	MAKStat	null	null	null	http://makstat.stat.gov.mk/PXWeb/pxweb/mk/MakStat/MakStat__Naselenie__Vitalna	null	PX, CSV, XLSX, JSON	null	null	Macedonia		MK	null	null
Vital Statistics of the Government of Malta	This website with data contains data about demographic, births and deaths in Malta from 2005 to 2015 year in HTML, SDMX-ML, XLS, PDF format. Spatial coverage is country, and spatial resolution is country, region, city. Temporal coverage si 2005-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000229	null	National Statistics Office of Malta	null	null	null	https://nso.gov.mt/statdb/start	null	HTML, SDMX-ML, XLS, PDF	null	null	Malta		MT	null	null
Demographics and Vital Statistics of the Statistical Office of Montenegro	This website with data contains data about demographics, births and deaths in Montenegro from 2000 to 2015 year in XLS format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000249	null	MONSTAT, Statistical Office of Montenegro	null	null	null	http://www.monstat.org/eng/page.php?id=234&pageid=48	null	XLS	null	null	Montenegro		ME	null	null
Health indicators and Mortality Data of the Republic of Serbia	This database contains data about demography and other socio-economic indicators, nortality, morbidity, lifestyles, environment, health resources, use of health services, maternal and child health in the Republic of Serbia from 2000 to 2015 year in ZIP folder. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000394	null	Institute of Public Health of Serbia	null	null	null	http://www.batut.org.rs/download/health_indicators_en_2017.html	null	ZIP	null	null	Serbia		RS	null	null
Demographics and Vital Statistics of the Statistical Office of the Slovak Republic.	This database contains data about demographic and vital statistics in the Slovak Republic from 1996 to 2013 in XLSX, CSV and XML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1996-2013, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000406	null	Statistical Office of the Slovak Republic.	null	null	null	http://udaje.statistics.sk/statdat/index_en.html#	null	XLSX, CSV, XML	null	null	Slovakia		SK	null	null
Population Data of the Statistical Office of the Republic Slovenia	This database contains data about demographic, births and deaths in the Republic of Slovenia from 1995 to 2015 in PX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1995-2015, and temporal resolution is quarterly, yearly. Open access.	MIDAS-ISG:WS-000411	null	Statistical Office of the Republic Slovenia	null	null	null	http://pxweb.stat.si/pxweb/Database/Dem_soc/Dem_soc.asp	null	PX	null	null	Slovenia		SI	null	null
Demographics and Vital Statistics of the National Institute of Statistics of Spain, 2014-2016	This website with data contains data about demographic and vital statistics in Spain from 2014 to 2016 in CSV, XLS and PX format. Spatial coverage is country, and spatial resolution id country, community, province. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000424	null	National Institute of Statistics of Spain	null	null	null	http://www.ine.es/dyngs/INEbase/en/operacion.htm?c=Estadistica_C&cid=1254736176952&menu=resultados&secc=1254736195201&idp=1254735572981	null	CSV, XLS, PX	null	null	Spain		ES	null	null
Annual Data on Demographics and Mortality of the Statistics Sweden	This database contains data about demographics, 1970-2015, all cause deaths, 1969-1996 and environment in Sweden in SCB, PX and XLSL format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1970-2015, 1960-1990, 1969-1996, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000432	null	Statistics Sweden	null	null	null	http://www.statistikdatabasen.scb.se/pxweb/sv/ssd/?rxid=f45f90b6-7345-4877-ba25-9b43e6c6e299	null	SCB, PX, XLSX	null	null	Sweden		SE	null	null
Vital Statistics of the Central Dissemination System of Turkey, 2009-2013	This database contains data about demographic, births and deaths in Turkey from 2009 to 2013 in CSV, XLS format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage is 2009-2013, and temporal resolution is yearly.	MIDAS-ISG:WS-000457	null	Central Dissemination System, Turkey	null	null	null	https://biruni.tuik.gov.tr/medas/?kn=114&locale=en	null	CSV, XLS	null	null	Turkey		TR	null	null
Population Data and Vital Statistics of the Office for National Statistics of the United Kingdom	This database contains data about Datasets on causes of death, child health, conditions and diseases (cancer), disability, durg use, alcohol and smoking, health care system, health and life expectancies in the United Kingdom and Wales from 2001 to 2013 in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2103, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000480	null	Office for National Statistics of the United Kingdom	null	null	null	https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare	null	XLSX	null	null	United Kingdom and Wales		GB	null	null
Notifiable Diseases and Mortality Tables of the U.S. Centers for Disease Control and Prevention, 2009-2010	This database contains data about tuberculosis in the United States in 2015 year in CSV, RDF, JSON, and XML format. Spatial coverage is country, and spatial resolution is state. Temporal coverage is 2015, and temporal resolution is quarterly. Open access.	MIDAS-ISG:WS-000487	null	The National Notifiable Diseases Surveillance System, Centers for Disease Control and Prevention	null	null	null	https://catalog.data.gov/dataset/nndss-table-iv-tuberculosis-83da5	null	JSON, XML, CSV, RDF	null	null	United States		US	null	null
Morbidity and Mortality Weekly Reports (MMWR) of the U.S. Centers for Disease Control and Prevention	This website with data contains mrtality data in the United States from 1996 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 1996-2016, and temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000496	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/mmwr/mmwrmort.asp	null	HTML	null	null	United States		US	null	null
