title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
"2014 - ongoing, Bahamas, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Bahamas Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/46	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/46.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Bahamas	5173	BS	44	BHS	TRUE	FALSE	humans in region of Bahamas; Aedes aegypti in region of Bahamas; Aedes albopictus in region of Bahamas; Chikungunya virus in region of Bahamas	http://www.pitt.edu/obc/IDE_0000000968; http://www.pitt.edu/obc/IDE_0000001395; http://www.pitt.edu/obc/IDE_0000001396; http://www.pitt.edu/obc/IDE_0000001587
"2014 - ongoing, Barbados, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Barbados Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/47	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/47.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Barbados	5135	BB	52	BRB	TRUE	FALSE	humans in region of Barbados; Aedes aegypti in region of Barbados; Aedes albopictus in region of Barbados; Chikungunya virus in region of Barbados	http://www.pitt.edu/obc/IDE_0000000952; http://www.pitt.edu/obc/IDE_0000001303; http://www.pitt.edu/obc/IDE_0000001304; http://www.pitt.edu/obc/IDE_0000001611
"2014 - ongoing, Belize, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Belize Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/48	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/48.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Belize	5131	BZ	84	BLZ	TRUE	FALSE	humans in region of Belize; Aedes aegypti in region of Belize; Aedes albopictus in region of Belize; Chikungunya virus in region of Belize	http://www.pitt.edu/obc/IDE_0000000855; http://www.pitt.edu/obc/IDE_0000001333; http://www.pitt.edu/obc/IDE_0000001334; http://www.pitt.edu/obc/IDE_0000001584
"2014 - ongoing, Bermuda, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Bermuda Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/49	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/49.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Bermuda	5046	BM	60	BMU	TRUE	FALSE	humans in region of Bermuda; Aedes aegypti in region of Bermuda; Aedes albopictus in region of Bermuda; Chikungunya virus in region of Bermuda	http://www.pitt.edu/obc/IDE_0000001442; http://www.pitt.edu/obc/IDE_0000001307; http://www.pitt.edu/obc/IDE_0000001308; http://www.pitt.edu/obc/IDE_0000001613
"2014 - ongoing, Bolivia, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Bolivia Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/50	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/50.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Bolivia	4963	BO	68	BOL	TRUE	FALSE	humans in region of Bolivia; Aedes aegypti in region of Bolivia; Aedes albopictus in region of Bolivia; Chikungunya virus in region of Bolivia	http://www.pitt.edu/obc/IDE_0000000807; http://www.pitt.edu/obc/IDE_0000001387; http://www.pitt.edu/obc/IDE_0000001388; http://www.pitt.edu/obc/IDE_0000001614
"2014 - ongoing, Brazil, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Brazil Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/51	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/51.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Brazil	5000	BR	76	BRA	TRUE	FALSE	humans in region of Brazil; Aedes aegypti in region of Brazil; Aedes albopictus in region of Brazil; Chikungunya virus in region of Brazil	http://www.pitt.edu/obc/IDE_0000000049; http://www.pitt.edu/obc/IDE_0000001231; http://www.pitt.edu/obc/IDE_0000001232; http://www.pitt.edu/obc/IDE_0000001594
"2014 - ongoing, British Virgin Islands, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, British Virgin Islands Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/90	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/90.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	British Virgin Islands	5013	VG	92	VGB	TRUE	FALSE	humans in region of British Virgin Islands; Aedes aegypti in region of British Virgin Islands; Aedes albopictus in region of British Virgin Islands; Chikungunya virus in region of British Virgin Islands	http://www.pitt.edu/obc/IDE_0000001441; http://www.pitt.edu/obc/IDE_0000001325; http://www.pitt.edu/obc/IDE_0000001326; http://www.pitt.edu/obc/IDE_0000001574
"2014 - ongoing, Canada, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Canada Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/52	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/52.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Canada	5091	CA	124	CAN	TRUE	FALSE	humans in region of Canada; Aedes aegypti in region of Canada; Aedes albopictus in region of Canada; Chikungunya virus in region of Canada	http://www.pitt.edu/obc/IDE_0000000356; http://www.pitt.edu/obc/IDE_0000001377; http://www.pitt.edu/obc/IDE_0000001378; http://www.pitt.edu/obc/IDE_0000001601
"2014 - ongoing, Cayman Islands, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Cayman Islands Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/53	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/53.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Cayman Islands	5145	KY	136	CYM	TRUE	FALSE	humans in region of Cayman Islands; Aedes aegypti in region of Cayman Islands; Aedes albopictus in region of Cayman Islands; Chikungunya virus in region of Cayman Islands	http://www.pitt.edu/obc/IDE_0000001449; http://www.pitt.edu/obc/IDE_0000001271; http://www.pitt.edu/obc/IDE_0000001272; http://www.pitt.edu/obc/IDE_0000001567
"2014 - ongoing, Chile, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Chile Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/54	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/54.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Chile	4956	CL	152	CHL	TRUE	FALSE	humans in region of Chile; Aedes aegypti in region of Chile; Aedes albopictus in region of Chile; Chikungunya virus in region of Chile	http://www.pitt.edu/obc/IDE_0000000872; http://www.pitt.edu/obc/IDE_0000001287; http://www.pitt.edu/obc/IDE_0000001288; http://www.pitt.edu/obc/IDE_0000001617
"2014 - ongoing, Colombia, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Colombia Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/55	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/55.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Colombia	5076	CO	170	COL	TRUE	FALSE	humans in region of Colombia; Aedes aegypti in region of Colombia; Aedes albopictus in region of Colombia; Chikungunya virus in region of Colombia	http://www.pitt.edu/obc/IDE_0000000135; http://www.pitt.edu/obc/IDE_0000001397; http://www.pitt.edu/obc/IDE_0000001398; http://www.pitt.edu/obc/IDE_0000001591
"2014 - ongoing, Costa Rica, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Costa Rica Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/56	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/56.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Costa Rica	5032	CR	188	CRI	TRUE	FALSE	humans in region of Costa Rica; Aedes aegypti in region of Costa Rica; Aedes albopictus in region of Costa Rica; Chikungunya virus in region of Costa Rica	http://www.pitt.edu/obc/IDE_0000000959; http://www.pitt.edu/obc/IDE_0000001319; http://www.pitt.edu/obc/IDE_0000001320; http://www.pitt.edu/obc/IDE_0000001571
"2014 - ongoing, Cuba, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Cuba Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/57	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/57.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Cuba	5183	CU	192	CUB	TRUE	FALSE	humans in region of Cuba; Aedes aegypti in region of Cuba; Aedes albopictus in region of Cuba; Chikungunya virus in region of Cuba	http://www.pitt.edu/obc/IDE_0000000974; http://www.pitt.edu/obc/IDE_0000001285; http://www.pitt.edu/obc/IDE_0000001286; http://www.pitt.edu/obc/IDE_0000001572
"2014 - ongoing, Curacao, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Curacao Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/58	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/58.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Curacao	5189	CW	531	CUW	TRUE	FALSE	humans in region of Curacao; Aedes aegypti in region of Curacao; Aedes albopictus in region of Curacao; Chikungunya virus in region of Curacao	http://www.pitt.edu/obc/IDE_0000001513; http://www.pitt.edu/obc/IDE_0000001634; http://www.pitt.edu/obc/IDE_0000001635; http://www.pitt.edu/obc/IDE_0000001585
"2014 - ongoing, Dominica, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Dominica Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/59	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/59.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Dominica	5095	DM	212	DMA	TRUE	FALSE	humans in region of Dominica; Aedes aegypti in region of Dominica; Aedes albopictus in region of Dominica; Chikungunya virus in region of Dominica	http://www.pitt.edu/obc/IDE_0000000885; http://www.pitt.edu/obc/IDE_0000001237; http://www.pitt.edu/obc/IDE_0000001238; http://www.pitt.edu/obc/IDE_0000001621
"2014 - ongoing, Dominican Republic, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Dominican Republic Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/60	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/60.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Dominican Republic	5120	DO	214	DOM	TRUE	FALSE	humans in region of Dominican Republic; Aedes aegypti in region of Dominican Republic; Aedes albopictus in region of Dominican Republic; Chikungunya virus in region of Dominican Republic	http://www.pitt.edu/obc/IDE_0000000886; http://www.pitt.edu/obc/IDE_0000001329; http://www.pitt.edu/obc/IDE_0000001330; http://www.pitt.edu/obc/IDE_0000001573
"2014 - ongoing, Ecuador, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Ecuador Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/61	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/61.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Ecuador	5088	EC	218	ECU	TRUE	FALSE	humans in region of Ecuador; Aedes aegypti in region of Ecuador; Aedes albopictus in region of Ecuador; Chikungunya virus in region of Ecuador	http://www.pitt.edu/obc/IDE_0000000902; http://www.pitt.edu/obc/IDE_0000001309; http://www.pitt.edu/obc/IDE_0000001310; http://www.pitt.edu/obc/IDE_0000001578
"2014 - ongoing, El Salvador, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, El Salvador Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/62	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/62.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	El Salvador	5165	SV	222	SLV	TRUE	FALSE	humans in region of El Salvador; Aedes aegypti in region of El Salvador; Aedes albopictus in region of El Salvador; Chikungunya virus in region of El Salvador	http://www.pitt.edu/obc/IDE_0000000837; http://www.pitt.edu/obc/IDE_0000001383; http://www.pitt.edu/obc/IDE_0000001384; http://www.pitt.edu/obc/IDE_0000001588
"2014 - ongoing, French Guiana, France, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, French Guiana, France Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/63	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/63.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	French Guiana	5873	FR-GF	null	null	TRUE	FALSE	humans in region of French Guiana; Aedes aegypti in region of French Guiana; Aedes albopictus in region of French Guiana; Chikungunya virus in region of French Guiana	http://www.pitt.edu/obc/IDE_0000001445; http://www.pitt.edu/obc/IDE_0000001399; http://www.pitt.edu/obc/IDE_0000001400; http://www.pitt.edu/obc/IDE_0000001596
"2014 - ongoing, Grenada, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Grenada Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/64	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/64.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Grenada	5061	GD	308	GRD	TRUE	FALSE	humans in region of Grenada; Aedes aegypti in region of Grenada; Aedes albopictus in region of Grenada; Chikungunya virus in region of Grenada	http://www.pitt.edu/obc/IDE_0000000821; http://www.pitt.edu/obc/IDE_0000001297; http://www.pitt.edu/obc/IDE_0000001298; http://www.pitt.edu/obc/IDE_0000001599
"2014 - ongoing, Guadeloupe, France, Chikungunya epidemic data and knowledge"	"Information about the 2014 - ongoing, Guadeloupe, France Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers."	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/65	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/65.xml?view=true	xml; json	Apollo XSD; bsg-s000701	null	Guadeloupe	7169	FR-GP	null	null	TRUE	FALSE	humans in region of Guadeloupe; Aedes aegypti in region of Guadeloupe; Aedes albopictus in region of Guadeloupe; Chikungunya virus in region of Guadeloupe	http://www.pitt.edu/obc/IDE_0000001444; http://www.pitt.edu/obc/IDE_0000001363; http://www.pitt.edu/obc/IDE_0000001364; http://www.pitt.edu/obc/IDE_0000001603
