title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Annual report of the National Notifiable Diseases Surveillance System of the Government of Australia	This website with data contains data about Australia's notifiable diseases at country level with a yearly temporal resolution from 1991 to 2014 in HTML and PDF format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 1991-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000029	null	The Department of Health, the Government of Australia	null	null	null	http://www.health.gov.au/internet/main/publishing.nsf/Content/cda-pubs-annlrpt-nndssar.htm	null	HTML, PDF	null	null	Australia		AU	null	null
National Notifiable Diseases Surveillance System Reports of the Government of Australia	This website with data contains data about communicable diseases surveillance in Austrailia at country level in 2017 in PDF, HTML format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2017, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000030	null	The Department of Health, the Government of Australia	null	null	null	http://www.health.gov.au/cdnareport	null	PDF	null	null	Australia		AU	null	null
Communicable Disease of the Government of Austria	This website with data contains data about AIDS cases from 1985 to 2015 and incidences of communicable diseases in 2015 in Austria from 2011 to 2015 year in HTML, PDF, XLS format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1985-2015, 2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000031	null	Statistik Austria	null	null	null	http://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/gesundheit/gesundheitszustand/uebertragbare_krankheiten/index.html	null	HTML, PDF, XLS	null	null	Austria		AT	null	null
Data on Communicable Diseases of the Government of Bahrain	This website with data contains data about foodborn illness (1994-2011), HIV/AIDS fact sheet 2013, infectious disease numbers and rates (1994-2010), sexually transmitted infections (1994-2013), Tuberculosis deaths (1994-2011) and TB incidence rates (1994 - 2010) from Bahamas at country level with yearly temporal resolution in PDF format. Open access.	MIDAS-ISG:WS-000034	null	The Ministry of Health of the Government of Bahamas	null	null	null	http://www.bahamas.gov.bs/wps/portal/public/health%20statistics/communicable%20(infectious)%20disease/!ut/p/b1/vZLLkqIwGEafpR_AJoEIYRkUBCGg3BQ2FnhD5CYgCE8_dk1XzartWcx0skrqO3Uq3x8mZLZMWETd5Ry1l7KIso9zyO-4hUXXM4Qp5pEINOia2lxecQsOPgPBMwC-WAT85sGCEvLkLdb94GeQ170pwHOe2TBbNQDCvKFnmWw6dA4q3Z7L2on3rCA-2AZpwgud-1la7FRln27CIz44Tdhc8N53XKDnsjJ1aa5kpdWly2GF94kv6KIoATdR26FeVPHyepOhk5SRA8LeqP28v2eEzjyxqNuT4gE_9B6imSs7O4j2eUG2V5jvZaUe7-vS9VbREUnVwTpk0apKWl7Y1qekao3-1CFSKPVZXb-9ffbw4qF_1eOXPPqO3zDh66rRZ-DVqL4blqmW-ZEJnjHhy5gEGJfZArRz0qHSxutop6PzcOTKoK5kwCsYaar6pqtYjuibNH3eGR6gMe1dcB3MUdKp6K4Ovu1JZPZY3ibqa6Fj8D8rxBL8aaHw34U6yz2FBmeYeAadBffDQvzvP82SCS9x_t7v83fwjkWOFacCwAjDKQSQ8dMACXFjkrnsdGUZEQ-7hpVxvCpLbABJzV7b8wkmTlZwQq3ZQD8-boNUnFFc2EWwDHdrTd6aJ6grlJ9UGlGHLJeioR01Mi4O-UhvpGPdS2xNdmov9lpOa4jb_dxpJhs2DnhiCnoXi1XRL912LpUhyqOjCXvdgeFKZu0Era46d3ebe6pSrRn0uOMk5XhsSXjn4tkmTGzByKi35TPbK4730FqMGDXxjs0Rjv1FtxLxrtchOpwbpsq9Tjd4W-0h_rP7t19v_tPO/dl4/d5/L2dBISEvZ0FBIS9nQSEh/	null	PDF	null	null	Bahamas		BS	null	null
Data on Vaccination and Selected Infectious Diseases of the Government of Bahrain	This website with data contains data about vaccination coverage rate and incidences of selected infectious diseases in Bahrain from 1985 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, Bahraini, and non-Bahraini. Temporal coverage is 1985-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000035	null	Ministry of Health of Bahrain	null	null	null	https://www.moh.gov.bh/Ministry/Statistics	null	PDF	null	null	Bahrain		BH	null	null
Data on Notifiable Infectious Diseases and Non-Communicable Diseases of the Government of Bahrain	This website with data contains data about incidences of notifiable communicable diseases and non-communicable diseases in Bahrain from 2006 to 2013 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2006-2013, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000036	null	Information and eGovernment Authority	null	null	null	http://www.data.gov.bh/en/DataAnalysis/	null	XLSX	null	null	Bahrain		BH	null	null
Annual Statistical Reports on health indicators in Belarus	This website with data contains data about demographic, vital statistics, annual incidences of diseases, selected infectious diseases, tuberculosis, HIV/AIDS and STDs in Belarus for 1995-2015 and 2014-2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 1995-2015, 2014-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000041	null	Ministry of Health of the Republic of Belarus	null	null	null	http://minzdrav.gov.by/ru/static/numbers	null	PDF	null	null	Belarus		BY	null	null
Healthcare Statistics on the Number of Health Facilities, Health Professionals, Hospital Beds, Incidences of Communicable and Non-communicable Diseases, People with Disability and Chronic Diseases in Belarus	This website with data contains data about incidences of diseases by ICD in Belarus, including reportable infectious diseases in 2000, 2005, 2010, 2015 and 2016 in XML, XLS, RTF, PDF and meta format. Open access.	MIDAS-ISG:WS-000043	null	National Statistical Committee of the Republic of Belarus, section: health care	null	null	null	http://www.belstat.gov.by/en/ofitsialnaya-statistika/social-sector/zdravoohranenie_2/godovye-dannye-1995-2011-gody/main-indicators-of-public-health/	null	XML, RTF, PDF, meta, XLS	null	null	Belarus		BY	null	null
Data on Infectious Disease Epidemiology in Belgium	This website with data contains data about incidences of infectious diseases in Belgium by region from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage 2012-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000047	null	WIV-ISP, Belgium	null	null	null	https://epidemio.wiv-isp.be/ID/diseases/Pages/default.aspx	null	PDF	null	null	Belgium		BE	null	null
Data on Belize Basic Indicators, 2008-2010, Health Statistics of Belize, 2006 - 2010, Health Statistics Publication, 1999-2007, Health Statistics Publication, 1999-2008, National Malaria Epidemiological Profile, 2008, Malaria Annual Report, 2006, and Annual Communicable Disease Bulletin, 2005.	This website with data contains data about Health Indicators (2008, 2009, & 2010), Health Statistics of Belize (2006-2010, 2004-2008, & 2003-2007) at province or country level with a yearly temporal resolution in PDF format. Open access. health indicators and health statistics except for HIV/AIDS reports.	MIDAS-ISG:WS-000048	null	The Minstry of Health Belize	null	null	null	http://www.health.gov.bz/www/publications/epidemiology-publications	null	PDF	null	null	Belize		BZ	null	null
Statistical Information on Vaccination Coverage and Incidence of Infectious Diseases	This website with data contains data about vaccination coverage and cases of infectious diseases in Benin for 2009-2012 and 2011-2013 in PDF format. Spatial coverage is country, and spatial resolution is country, department. Temporal coverage is 2009-2012 and 2011-2013, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000049	null	Ministry of Health of Benin	null	null	null	http://www.sante.gouv.bj/spip.php?article66	null	PDF	null	null	Benin		BJ	null	null
Data on Immediately Reported Notifiable Diseases, Confirmed Event of Public Health Concern, Quarterly Disease Surveillance Bulletin, and Flu reports in Bhutan	This website contains data about Immediately reported notifiable disease (2017, daily), FluView-ILI & SARI surveillance Report (2017, weekly), Quarterly Disease Surveillance Bulletin (2015-2017) from Bhutan at country level in PDF format. Open access.	MIDAS-ISG:WS-000054	null	Royal Centre for Diseases Control	null	null	null	http://www.rcdc.gov.bt/WEB/	null	PDF	null	null	Bhutan		BT	null	null
Epidemiological report on Zika virus in Venezuela	This website with data contains data about Zika and Dengue from Bolivarian Republic of Venezuela at province or country level with a yearly temporal resolution from 2015 to 2017 in PDF format. Open access.	MIDAS-ISG:WS-000055	null	World Health Organization, PAHO	null	null	null	http://www.paho.org/hq/index.php?option=com_docman&task=doc_view&gid=35134&Itemid=270	null	PDF	null	null	Bolivarian Republic of Venezuela		VE	null	null
Weekly Epidemiological Reports on Notifiable Infectious Diseases in Bolivia	This website with data contains data about epidemiological bulletin from Bolivia at province level from 2016 to 2017 in PDF format in Spanich. Temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000056	null	The Ministry of Health of Bolivia	null	null	null	https://www.minsalud.gob.bo/8-institucional/2679-partes-epidemiologico-2016-2017	null	PDF	null	null	Bolivia		BO	null	null
Yearly Epidemiological Reports on Notifiable Infectious Diseases in Bolivia	This website with data contains data about epidemiological review from Bolivia at province level from 2015 to 2016 in PDF format in Spanish. Temporal resoultion is yearly. Open access.	MIDAS-ISG:WS-000057	null	The Ministry of Health of Bolivia	null	null	null	https://www.minsalud.gob.bo/boletin-informativo/1522-revista-epidemiologica	null	PDF	null	null	Bolivia		BO	null	null
Statistical Information on morbidity, mortality and infectious diseases in Bosnia and Herzegovina	This website with data contains data about incidences of infectious diseases in Bosnia and Herzegovina from 2003 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage 2003-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000058	null	Institute for Public Health, Government of Bosnia and Herzegovina	null	null	null	http://www.zzjzfbih.ba/statisticki-godisnjaci/	null	PDF	null	null	Bosnia and Herzegovina		BA	null	null
Monthly Data on Notifiable Infectious Diseases in Bosnia and Herzegovina	This website with data contains data about monthly incidences of infectious diseases in Bosnia and Herzegovina from 2011 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2017, and temporal resolution is monthly. Open access.	MIDAS-ISG:WS-000059	null	Institute for Public Health, Government of Bosnia and Herzegovina	null	null	null	http://www.zzjzfbih.ba/epidemioloski-bilteni/	null	PDF	null	null	Bosnia and Herzegovina		BA	null	null
Weekly Data on Notifiable Infectious Diseases in Bosnia and Herzegovina, 2014-2017	This website with data contains data about weekly incidences of influenza in Bosnia and Herzegovina from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is county. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access.	MIDAS-ISG:WS-000060	null	Institute for Public Health, Government of Bosnia and Herzegovina	null	null	null	http://www.zzjzfbih.ba/tjedni-izvjestaj-arhiva/	null	PDF	null	null	Bosnia and Herzegovina		BA	null	null
Communicable Diseases Surveillance Data of Brunei Darussalam	Data is not available to the public.	MIDAS-ISG:WS-000066	null	The Ministry of Health of Brunei Darussalam	null	null	null	http://www.moh.gov.bn/SitePages/Communicable%20Disease%20Surveillance.aspx	null	-	null	null	Brunei Darussalam		BN	null	null
Data on STDs and Vaccination Coverage in Burkina Faso	This website with data contains data about notifiable infectious diseases, STIs, vaccination in Burkina Faso from 2009 to 2014 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2009-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000068	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=10&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso		BF	null	null
Reports on Epidemic Siuation for Meningitis, Cholera, Yellow fever, Tetanus, and Acute Flaccid Paralysis in Burkina Faso	This website with data contains data about epidemic situation on meningitis, cholera, yellow fever, tetanus and vaccination in Burkina Faso from 2011 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2011-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000069	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=26&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso		BF	null	null
Data on Infectious Diseases and STDs in Burkina Faso	This website with data contains data about sexually transmissible infections in Burkina Faso from 2001 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2001-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000070	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=7&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso		BF	null	null
Data on HIV/AIDS, Vaccination Coverage and Vital Statistics in Burkina Faso	This website with data contains data about cases and deaths of epidemic diseases, 2006-2008, HIV / AIDS prevalence by sex and region in 2003 (%), immunization coverage for children aged 0 to 11 months (%) , 1998-2008 in Burkina Faso in HTML format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2003, 1998-2008, 2006-2008, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000071	null	The National Institute for Statistics and Demography (INSD) Burkina Faso	null	null	null	http://www.insd.bf/n/index.php/indicateurs?id=88	null	HTML	null	null	Burkina Faso		BF	null	null
Reports on Vital Statistics and Incidence of Infectious Diseases in Cabo Verde	This website with data contains data about cases of notified infections and diseases and deaths in Cabo Verde from 2005 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, county, Temporal coverage is 2005-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000073	null	Ministry of Health and Social Security of Cabo Verde	null	null	null	http://www.minsaude.gov.cv/index.php/documentosite/-1	null	PDF	null	null	Cabo Verde		CV	null	null
Online Reported Notifiable Diseases in Canada, 1924-2015	This database contains data about notifiable diseases in Canada from 1924 to 2015 year in HTML, PDF, XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage 1924-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000078	null	The Government of Canada	null	null	null	http://diseases.canada.ca/notifiable/charts?c=pl	null	HTML, PDF, XLS	null	null	Canada		CA	null	null
Communicable Disease Reports, Healthcare-associated Infections, and Influenza Reports in Canada	This website with data contains Communicable Disease Reports (2007-2015), healthcare-associated infections (2012-2014), and influenza surveillance (2011-2017) from Canada at region or country level with a monthly (2017) and yearly temporal resolution in PDF format. Open access.	MIDAS-ISG:WS-000079	null	Government of Newfoundland and Labrador	null	null	null	http://www.health.gov.nl.ca/health/publichealth/cdc/informationandsurveillance.html	null	PDF	null	null	Canada		CA	null	null
Communicable Disease Surveillance report in Cayman Islands	This website with data contains data about Chikungunya/ Dangue Update as of 31 Jan 2015, & 2014, Zika Virus Updated Alert (monthly 2016), Ebola Virus (2014), communicable disease surveillance report (2012-2014) at country level with a yearly or monthly temporal resolution in PDF format. Open access.	MIDAS-ISG:WS-000080	null	Health Services Authority of Cayman Islands	null	null	null	https://www.hsa.ky/ShowContent.aspx?ID=250&Page=CommunicableDiseaseSurveillancereport#	https://www.hsa.ky/ContentFiles/Communicable Disease Surveillance Report 2014 Amended (1).pdf	PDF	null	null	Cayman Islands		KY	null	null
Demographic Data and Infectious Diseases in Chad	This website with data contains data about proportion of people with diseases, including infectious diseases and vaccination coverage rates in Chad from 2012 to 2013 year in PDF format. Spatial coverage is country, and spatial resolution is country, district. Temporal coverage is 2012-2013, and temporal resolution is yearly, monthly. Open access.	MIDAS-ISG:WS-000083	null	Ministry of Health of Chad	null	null	null	http://www.sante-tchad.org/downloads/Documents-en-ligne_t14212.html	null	PDF	null	null	Chad		TD	null	null
Quarterly Epidemiological Bulletins in Chile	This website with data contains data about infectious diseases from Chile at province and country level with a monthly, quaterly, or yearly temporal resolution from 2016 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000085	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/boletin-epidemiologico-trimestral-edicion1-2017/	null	PDF	null	null	Chile		CL	null	null
Laboratory Surveillance Bulletins on HIV, Streptococcus pneumoniae, Shiga toxin producing E. coli, Neisseria meningitidis, Candidemia, Neisseria gonorrhoeae in Chile	This website with data contains data about on confirmed HIV, Streptococcus pneumoniae,Shiga toxin producing E. coli,  Neisseria meningitidis, Candidemia, Neisseria gonorrhoeae cases from Chile at province and country level with a yearly temporal resolution from 2010 to 2015 in PDF format in Spanish. Temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000086	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://www.ispch.cl/boletines	null	PDF	null	null	Chile		CL	null	null
Data on Notifiable Diseases in Chile	This website with data contains data about compulsory notifiable diseases from Chile at province or country level with a yearly temporal resolution in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000087	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/enfermedades-de-notificacion-obligatoria/	null	PDF	null	null	Chile		CL	null	null
Public Health Events Surveillance on notifiable diseases in Chile	This website with data contains data about notifiable diseases from Chile at province or country level with a weekly temporal resolution from 2016 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000089	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/vigilancia-eventos-salud-publica-2017/	null	PDF	null	null	Chile		CL	null	null
Historical Series of Obligatory Declaration Diseases of the Department of Health Statistics and Information of Chile, 1950 - 2014	This website with data contains data about compulsary notifiable infectious diseases from Chile at country level with yearly temporal resolution from 1950 to 2014 in XLSX format in Spanish. Open access.	MIDAS-ISG:WS-000090	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-eno/	null	XLSX	null	null	Chile		CL	null	null
The Chile Department of Health Statistics and Information Database on Compulsary Notifiable Infectious Diseases	This website with data contains data about compulsary notifiable infectious diseases from the Department of Health Statistics and Information of Chile. Restricted access.	MIDAS-ISG:WS-000091	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/descargar-bases-de-datos/	null	unknown	null	null	Chile		CL	null	null
Surveillance Data on Foodborne Diseases of the Department of Health Statistics and Information of Chile	This website with data contains data about foodborne diseases in Chile at country, region level with yearly temporal resolution from 2006 to 2016 in XLSX, HTML format in Spanish. Open access.	MIDAS-ISG:WS-000095	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-eta/	null	XLSX, HTML	null	null	Chile		CL	null	null
Weekly Epidemiological Bulletins in Colombia	This website with data contains data about weekly epidemiological bulletins from Colombia at province or country level with a weekly temporal resolution from 2006 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000098	null	INS (National Institute of Health) in Colombia	null	null	null	http://www.ins.gov.co/buscador-eventos/Paginas/Vista-Boletin-Epidemilogico.aspx	null	PDF	null	null	Colombia		CO	null	null
Health Statistics Bulletin on Infectious Diseases in Cook Islands	This website with data contains data about population and diseases from Cook Islands at province level with monthly or yearly temporal resolution from 1999 to 2010 in PDF format. Open access.	MIDAS-ISG:WS-000100	null	The Ministry of Health in Cook Islands	null	null	null	http://www.health.gov.ck/resources/publications/health-statistics-bulletin/	null	PDF	null	null	Cook Islands		CK	null	null
Health Indicators on Morbidity, Infectious Diseases and Mortality in Costa Rica	This website with data contains data about epidemiological bulletin from Costa Rica at province level from 2013 to 2016 in PDF format in Spanich. Temporal resolution is weekly or yearly. Open access.	MIDAS-ISG:WS-000101	null	The Ministry of Health of Costa Rica	null	null	null	https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/indicadores-de-salud-boletines	null	PDF	null	null	Costa Rica		CR	null	null
Demographics, Morbidity, Infectious Diseases and Mortality in Cuba	This website with data contains data about population and mortality in Cuba at country level with a yearly temporal resolution form 1995 to 2016 in PDF format. Open access.	MIDAS-ISG:WS-000104	null	National Information Center of Medical Sciences	null	null	null	http://bvscuba.sld.cu/anuario-estadistico-de-cuba/	null	PDF	null	null	Cuba		CU	null	null
Epidemiological Bulletins about Epidemic Situation in the world	This website with data contains data about Zika Virus in the Americas / Pan American Health Organization, Weekly summary of Chikungunya, Weekly summary of dengue fever, Yellow fever from the world at country leve with a weekly temporal resolution from 2012 to 2017 in PDF format in Spanish made by Cuba National Center for Medical Information Science. Open access.	MIDAS-ISG:WS-000105	null	National Center for Medical Information Sciences in Cuba	null	null	null	http://temas.sld.cu/vigilanciaensalud/publicaciones/sei-2017/	null	PDF	null	null	Cuba		CU	null	null
Data on Infectious Diseases in Czechia	This website with data contains data about incidences of selected infectious diseases in the Czech Republic from 2007 to 2017 year in HTML, PDF format. Spatial coverage is country, nand spatial resolution is country. Temporal coverage is 2007-2017, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000106	null	National Institute of Public Health, Czech Republic	null	null	null	http://www.szu.cz/publikace/data/infekce-v-cr?lang=1	null	HTML, PDF	null	null	Czechia		CZ	null	null
Data on HIV and AIDS in Czechia	This website with data contains data about HIV/AIDS cases in the Czech Republic by mode of transmission from 2003 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is countyr. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open acccess.	MIDAS-ISG:WS-000107	null	National Institute of Public Health, Czechia	null	null	null	http://www.szu.cz/tema/prevence/zprava-o-vyskytu-a-sireni-hiv-aids-za-rok-2003	null	PDF	null	null	Czechia		CZ	null	null
Data on Notifiable Infectious Diseases in Denmark	This database contains data about incidence of infectious diseases and vaccination coverage in Denmark from 1994 to 2017 in XLSX format. Spatial coverage is country, and spatial resolution is country, province, municipality. Temporal coverage us 1994-2017, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000111	null	Statens Serum Institut, Monitoring information on infectious diseases	null	null	null	http://miba.ssi.dk/Home/Smitteberedskab/Sygdomsovervaagning.aspx	null	XLSX	null	null	Denmark		DK	null	null
