title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Child Immunisation	This website with data contains data about vaccination coverage in England from 2013 to 2017 in XLSX, XLS, PDF, ZIP format. Spatial coverage is country, and spatial resolution is area. Temporal coverage is 2013-2017, and temporal resolution is 12 months, 24 months, 5 years. Open access.	null	null	NHS England	null	null	null	https://www.england.nhs.uk/statistics/statistical-work-areas/child-immunisation/	null	XLSX, XLS, PDF, ZIP	null	null	United Kingdom	5019	GB	null	null
Official Statistics  HIV: annual data tables	This website with data contains data about HIV cases in England, Wales, Northern Ireland, Scotland, London and Midlands and East of England, North of England and South of England from 1985 to 2015 in XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1985-2015, and temporal resolution is yearly. Open access.	null	null	GOV.UK	null	null	null	https://www.gov.uk/government/statistics/hiv-annual-data-tables	null	XLSX	null	null	United Kingdom	5019	GB	null	null
HIV & STI Web Portal	This database contains data about HIV and STI in the United Kingdom. Spatial coverage and spatial resolution are unknown. Temporal coverage and temporal resolution are unknown. Access is restricted.	null	null	HIV & STI WEB PORTAL, Public Health England	null	null	null	https://hivstiwebportal.phe.org.uk/login.aspx?ReturnUrl=%2f	null	unknown	null	null	United Kingdom	5019	GB	null	null
Collection  Health Protection Report: latest infection reports	This website with data contains data about iMicrobiological and epidemiological data, including vaccine coverage reports, published in the weekly Health Protection Report in the United Kingdom by infection types and years in XLSX, PDF format. Spatial coverags is country, and spatial resolution is country. Temporal coverage is varied, and temporal resolution is weekly, yearly. Open access.	null	null	GOV.UK	null	null	null	https://www.gov.uk/government/collections/health-protection-report-latest-infection-reports	null	XLSX	null	null	United Kingdom	5019	GB	null	null
Sexual and Reproductive Health Profiles	This database contains data about STI cases in England, Wales, Northern Ireland, Scotland, London and Midlands and East of England, North of England and South of England in XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is varied, and temporal resolution is yearly. Open access.	null	null	Public Health England	null	null	null	http://fingertips.phe.org.uk/profile/sexualhealth/data#page/0	null	XLSX	null	null	United Kingdom	5019	GB	null	null
Official Statistics  Weekly national flu reports	This website with data contains data about weekly incidences of influenza in the United Kingdom from 2013 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2013-2017, and temporal resolution is yearly. Open access.	null	null	GOV.UK	null	null	null	https://www.gov.uk/government/statistics/weekly-national-flu-reports	null	PDF	null	null	United Kingdom	5019	GB	null	null
Open Data	This website with data contains data about diagnosed diseases at primary health care centers, mortality by cause, sex, nationality and district for the 2010 and 2012, malaria cases for the 2010 year, notifiable infectious diseases by medical district and nationality from 2008 to 2013 year, immunzation coverage from 2008 to 2010 year, vital statistics from 1999 to 2008 year in United Arab Emirates in XLSX format. Spatial coverage is country, and spatial resolution is country and medical districts. Temporal coverage is 2010, 2012, 2008-2013, 2008-2010, 1999-2008, and temporal resolution is yearly. Open access.	null	null	Ministry of Health and Community Protection of United Arab Emirates	null	null	null	http://www.mohap.gov.ae/ar/OpenData/Pages/default.aspx#57f8f9ad-0795-4869-96f0-a3f1eceeefca=%7B%22k%22%3A%22%22%2C%22r%22%3A%5B%7B%22n%22%3A%22MOHArOpenDataCategory%22%2C%22t%22%3A%5B%22%5C%22%C7%82%C7%82d8a5d8add8b5d8a7d8a6d98ad8a7d8aa%5C%22%22%5D%2C%22o%22%3A%22and%22%2C%22k%22%3Afalse%2C%22m%22%3Anull%7D%5D%7D	null	XLSX	null	null	United Arab Emirates	5127	AE	null	null
The population (estimated) as of June 1, 2016 and the average number in January-May 2016	This website with data contains data about demographic in Ukraine by regions from 2013 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open access.	null	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2016/ds/kn/kn_r/kn0516_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null
Morbidity of the population	This website with data contains data about yearly morbidity of the population by ICD in Ukraine from 1990 to 2015 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access.	null	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2007/oz_rik/oz_r/zahvor_06_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null
Statistical TB information	This website with data contains data about yearly incidences of tuberculosis in Ukraine by region from 2012 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2012-2016. Temporal resolution is yearly.	null	null	Center of public health, Ukraine	null	null	null	http://phc.org.ua/pages/diseases/tuberculosis/surveillance/statistical-information	null	XLSX	null	null	Ukraine	4958	UA	null	null
Statistical Information on HIV / AIDS	This website with data contains data about monthly incidences of HIV/AIDS in Ukraine by region from 2013 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2013-2017,a dntemporal resolution is monthly. Open access.	null	null	Center of public health, Ukraine	null	null	null	http://phc.org.ua/pages/diseases/hiv_aids/statistics/hiv-aids-treatment	null	PDF	null	null	Ukraine	4958	UA	null	null
STI statistics	This website with data contains data about monthly incidences of STI's in Ukraine by region in 2014. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2014, and spatial resolution is monthly. Open access.	null	null	Center of public health, Ukraine	null	null	null	http://phc.org.ua/pages/diseases/other_social_diseases/std/std-statistics	null	PDF	null	null	Ukraine	4958	UA	null	null
Remaining test system in Ukraine	This website with data contains data about the test results of blood donors for HIV/AIDS, hepatitis C and B and syphilis by regions in Ukraine im 2017 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2017, and temporal resolution is yearly.	null	null	Blood service of Urkraine, Ministry of Health of the Republic of Ukraine	null	null	null	http://bloodservice.org.ua/monitoring-sku/zalishok-test-sistem-po-ukrayini	null	HTML	null	null	Ukraine	4958	UA	null	null
Knowledge Management Portal	This website with data contains data about cases of notifiable infectious diseases in Uganda from 2016 to 2017 year in PDF format. Spatial coverage is country, and sparial resolution is national and district. Temporal coverage is 2016-2017, and temporal resolution is weekly. Open access.	null	null	Ministry of Health of Uganda	null	null	null	http://library.health.go.ug/search/node/weekly%20bulletin	null	PDF	null	null	Uganda	39	UG	null	null
Uganda Malaria Quarterly Bulletin	This website with data contains data about incidences of malaria in Uganda from 2014 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is region and district. Temporal coverage is 2014-2015, and temporal resolution is quarterly. Open access.	null	null	Ministry of Health of Uganda	null	null	null	http://www.health.go.ug/content/uganda-malaria-quarterly-bulletin	null	PDF	null	null	Uganda	39	UG	null	null
Health Profile for Tuvalu	This website with data contains data about population (2002), HIV prevalence in adult(2008), TB mortality rate (2009), TB prevalence rate (2009) from Tuvalu at country level on the webpage. Open access.	null	null	World Health Organization, Western Pacific Region (WPRO)	null	null	null	http://hiip.wpro.who.int/portal/Countryprofiles/Tuvalu/HealthProfiles/TabId/203/ArtMID/1060/ArticleID/117/Default	null	-	null	null	Tuvalu	5089	TV	null	null
Health in Americans, 2012	This website with data contains data about population (2008), mortality (2007-2010), communicable diseases (2007-2010) from Turks and Caicos Islands at country level with a yearly temporal resolution in PDF format. Open access.	null	null	World Health Organization, Pan American Health Organization (PAHO)	null	null	null	http://www.paho.org/salud-en-las-americas-2012/index.php?option=com_content&view=article&id=69:turks-and-caicos-islands&Itemid=175&lang=en	null	PDF	null	null	Turks and Caicos	5047	TC	null	null
Subject by indicator	This database contains data about demographic, births and deaths in Turkey from 2009 to 2013 in CSV, XLS format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage is 2009-2013, and temporal resolution is yearly.	null	null	Central Dissemination System, Turkey	null	null	null	https://biruni.tuik.gov.tr/medas/?kn=114&locale=en	null	CSV, XLS	null	null	Turkey	5100	TR	null	null
Main statistics	This website with data contains data about demographic, vital statistics in Turkey from 2001 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2016, and temporal resoulation is yearly. Open access.	null	null	Turkish Statistical Institute	null	null	null	http://www.turkstat.gov.tr/UstMenu.do?metod=temelist	null	XLSX	null	null	Turkey	5100	TR	null	null
Statistical Yearbooks	This website with data contains data about incidences of AIDS, tuberculosis, measles in Turkey from 2002 to 2014 year in PDF format. Spatial coverage is country, and spatial resoluation is country. Temporal coverage is 2002-2014, and temporal resolution is yearly. Open access.	null	null	Ministry of Health of the Republic of Turkey	null	null	null	http://www.saglik.gov.tr/TR,11588/istatistik-yilliklari.html	null	PDF	null	null	Turkey	5100	TR	null	null
Weekly Influenza (Flu) Surveillance Report	This website with data contains data about weekly influenza cases in Turkey from 2015 to 2017 year in PDF format. Spatial resolution is country-level and temporal resolution is weekly time intervals. Open access.	null	null	Public Health Association of Turkey	null	null	null	http://www.thsk.gov.tr/arama.html?q=Haftal%C4%B1k+%C4%B0nfluenza+%28Grip%29+S%C3%BCrveyans+Raporu	null	PDF	null	null	Turkey	5100	TR	null	null
The Epidemiological Situation of Rabies in Tunisia	This website with data contains data about cases of rabies and infectious diseases in Tunisia for 2013-2015 and 2010-2014 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2013-2015 and 2010-2014 year, and temporal resolution is yearly and trimestre. Open access.	null	null	The National Rabies Control Commission	null	null	null	http://www.rage.tn/Fr/situation-en-tunisie_11_269	null	PDF	null	null	Tunisia	5117	TN	null	null
Ministry of Health Statistical Reports	This website with data contains data about population, mortality, mobidity, STIs, and infectious diseases from Trinidad and Tobago at country or province level with a yearly temporal resolution from 1994 to 2011 in PDF format.	null	null	The Ministry of Health of Trinidad and Tobago	null	null	null	http://www.health.gov.tt/sitepages/default.aspx?id=122	null	PDF	null	null	Trinidad and Tobago	5184	TT	null	null
Annual Reports	This website with data contains data about communicable disease from Tonga at province level with a yearly temporal resolution from 2000 to 2011 in PDF format. Open access.	null	null	Ministry of Health of Tonga	null	null	null	http://www.health.gov.to/drupal/?q=Annual	null	PDF	null	null	Tonga	5001	TO	null	null
Country Profile - Tokelau by WPRO	This website with data contains data about population (1995, 2006, 2013), dengues cases (2011), DTP3 vacciantion coverage (1995-1999, 2010-2013), Hepatitis B imminization coverage(2000-2004, 2010-2013) from Tokelau at country level in PDF format. Open access.	null	null	World Health Organization, WPRO	null	null	null	http://hiip.wpro.who.int/portal/portals/0/CountryProfiles/PDF/TKL_Tokelau2015.pdf	null	PDF	null	null	Tokelau	5014	TK	null	null
Documentation: Publications	This website with data contains data about STIs, tuberculosis, malaria and vaccination coverage rates in Togo for 2014, 2009-2014, 2010-2014, 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2014, 2009-2014, 2010-2014, 2015 year, and temporal resolution is yearly. Open access.	null	null	Ministry of Health and Social welfare of Togo	null	null	null	http://www.sante.gouv.tg/fr/content/publications	null	PDF	null	null	Togo	5185	TG	null	null
Statistics Summary (2002-present)	This website with data contains data about infectious disease from Timor-Leste at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access.	null	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-TLS?lang=en	null	CSV, XML, JSON	null	null	Timor-Leste	5130	TL	null	null
Statistics Summary (2002-present) by WHO	This website with data contains data about mortality and infectious diseases from Domonica at country level from 2002 to 2015 in CVS, XML, JSON format. Open access.	null	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-DMA?lang=en	null	CSV, XML, JSON	null	null	The Commonwealth of Dominica	5095	DM	null	null
2002 Annual epidemiological surveillance report in Thailand	This website with data contains data about notifiable diseases in Thailand from 1993 to 2002 years in HTML format in Thai. Spatial coverage is country, and spatial resolution is country, region, zone, province. Temporal coverage is 1993-2002, and temporal resolution is yearly, monthly. Open access.	null	null	Bureau of Epidemiology, Department of Disease Control, Ministry of Public Health of Thailand	null	null	null	http://www.boe.moph.go.th/Annual/Annual_45/Annual_45/annual_index_1.html	null	HTML	null	null	Thailand	4975	TH	null	null
2011 Annual epidemiological surveillance report in Thailand	This website with data contains data about notifiable diseases in Thailand from 2002 to 2011 in PDF, HTML format in Thai. Spatial coverage is country, and spatial resolution is country, region, zone, province. Temporal coverage is 2002-2011, and temporal resolution is yearly, monthly. Open access.	null	null	Bureau of Epidemiology, Department of Disease Control, Ministry of Public Health of Thailand	null	null	null	http://www.boe.moph.go.th/Annual/AESR2011/index.html	null	PDF, HTML	null	null	Thailand	4975	TH	null	null
2011 Tables of notifiable diseases in Thailand	This website with data contains data about notifiable diseases in Thailand from 2002 to 2011 in PDF, HTML format in Thai. Spatial coverage is country, and spatial resolution is country, region, zone, province. Temporal coverage is 2002-2011, and temporal resolution is yearly, monthly. Open access.	null	null	Bureau of Epidemiology, Department of Disease Control, Ministry of Public Health of Thailand	null	null	null	http://www.boe.moph.go.th/Annual/AESR2011/main/AESR54_Part2/Reported%20cases%20%20Ranking.html	null	PDF, HTML	null	null	Thailand	4975	TH	null	null
Reports	This website with data contains data about vaccination coverage, acute respiratory infection, diarrhoeal diseases, treatment of children with fever, coverage of HIV testing in Tanzania for 2010 and 2015/2016 year in PDF format. Spatial coverage is country, and spatial resolution is country, zone, region. Temporal coverage is 2010, 2015/2016 year, and temporal resolution is yearly. Open access.	null	null	Ministry of health, community development, gender, elderly and children of Tanzania	null	null	null	http://www.moh.go.tz/en/reports	null	PDF	null	null	Tanzania	5114	TZ	null	null
Syrian Epidemiological Bulletins	This website with data contains data about priority reportable communicable diseases in Syria from 2012 to 2013 and for 2013 year in PDF format. Spatial coverage is country, and spatial resolution is country and governorate. Temporal coverage is 2012-2013 and 2013, and temporal resolution is quarterly. Open access.	null	null	Syrian Ministry of Health	null	null	null	http://www.moh.gov.sy/pages/EpidemicBulletin/201304/indexe.html	null	PDF	null	null	Syrian Arab Republic	4997	SY	null	null
Health Management Information Data / HMIS Web Portal	This database contains data about antenatal care, antenatal care integration rate, labour and delivery Indicators, newborn care indicators , postnatalcare indicators, gender based violence and vacuum extraction indicators, cervical cancer Indicators, total population counts in Tanzania from 2014 to 2016 year in HTML and CSV format. Spatial coverags is country, and spatial resolution is country and region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access.	null	null	Ministry of Health of Tanzania	null	null	null	https://hmisportal.moh.go.tz/hmisportal/#/home	null	HTML, CSV	null	null	Tanzania	5114	TZ	null	null
Epidemiological disease report	This website with data contains data about infectious diseases in Tanzania from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access.	null	null	Ministry of health, community development, gender, elderly and children of Tanzania	null	null	null	http://www.moh.go.tz/en/epidemiological-disease-report?start=10	null	PDF	null	null	Tanzania	5114	TZ	null	null
Database: socio-demographic sector	This website with data contains data about yearly demographic, births, deaths, incidences of infectious diseases, tuberculosis, morbidity by ICD in Tajikistan from 2001 to 2015 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2015, and temporal resolution is yearly. Open access.	null	null	Agency on Statistics under President of the Republic of Tajikistan	null	null	null	http://www.stat.tj/en/database/socio-demographic-sector/	null	XLSX	null	null	Tajikistan	5138	TJ	null	null
Taiwan National Infectious Disease Statistics System	This database contains data about infectious diseases in Taiwan from 1990 to 2017 in Excel, CSV, PDF, SVG, JPEG, and PNG format. Spatial coverage is country, and spatial resolution is state. temporal coverage is 1990-2017, and temporal resolution is weekly, monthly, yearly. Open access.	null	null	Centers for Disease Control, R.O.C. of Taiwan	null	null	null	https://nidss.cdc.gov.tw/en/Default.aspx	null	Excel, CSV, PDF, SVG, JPEG, and PNG	null	null	Taiwan	542914	TW	null	null
EWARS Weekly Bulletins	This website with data contains data about incidences of infectious diseases in Syria from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resoution is country and governorate. Temporal coverage is 2012-2015, and temporal resolution is weekly. Open access.	null	null	Syrian Ministry of Health	null	null	null	http://www.moh.gov.sy/Default.aspx?tabid=351&language=en-US	null	PDF	null	null	Syrian Arab Republic	4997	SY	null	null
Health indicators	This website with data contains data about main health indicators, such as demographics, morbidity and immunization coverage in Syria in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is unknown, and temporal resolution is unknown. Open access.	null	null	Syrian Ministry of Health	null	null	null	http://www.moh.gov.sy/Default.aspx?tabid=248&language=en-US	null	HTML	null	null	Syrian Arab Republic	4997	SY	null	null
Figures Infectious diseases	This website with data contains data about number of infectious diseases in Switzerland and the Principality of Liechtenstein from 2007 to 2016 year in HTML format. Spatial coverage is country, and spatial resolution is canton. Temporal coverage is 2007-2016, and temporal resolution is yearly. Open access.	null	null	Swiss Federal Office for Statistics	null	null	null	https://www.bag.admin.ch/bag/fr/home/service/zahlen-fakten/zahlen-zu-infektionskrankheiten.html	null	HTML	null	null	Switzerland and the Principality of Liechtenstein	5176	CH	null	null
List of Publications	This website with data contains data about Influenza, mortality due to influenza, influenza vaccination, measles, mumps, rubella, pneumonia, whooping cough, acute gastroenteritis, tick bite and Lyme borreliosis, pertusis vaccination (=16 years), measles vaccination (=24 months) in Switzerland at country level from 2003 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2003-2017, and temporal resolution is yearly. Open access.	null	null	Swiss Sentinella	null	null	null	http://www.sentinella.ch/fr/publications	null	PDF	null	null	Switzerland	5176	CH	null	null
BAG-Bulletin	This website with data contains data about infectious disease in Switzerland from 2016 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2012-2016, and temporal resolution is yearly. Open access.	null	null	Federal Office of Public Health of Switzerland	null	null	null	https://www.bag.admin.ch/bag/de/home/service/publikationen/bag-bulletin.html	null	PDF	null	null	Switzerland	5176	CH	null	null
Notifiable and contagious diseases	This website with data contains data about notifiable infections in Sweden from 2007 to 2017 in XLS and TXT format. Spatial coverage is country, and spatial resolution is county/region. Temporal coverage is 2007-2017, and temporal resolution is yearly. Open access.	null	null	Public Health Reporting & Statistics of Sweden	null	null	null	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/overvakning-och-rapportering/anmalningspliktiga-sjukdomar/	null	XLS, TXT	null	null	Sweden	5009	SE	null	null
Statistical database	This database contains data about demographics, 1970-2015, all cause deaths, 1969-1996 and environment in Sweden in SCB, PX and XLSL format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1970-2015, 1960-1990, 1969-1996, and temporal resolution is yearly. Open access.	null	null	Statistics Sweden	null	null	null	http://www.statistikdatabasen.scb.se/pxweb/sv/ssd/?rxid=f45f90b6-7345-4877-ba25-9b43e6c6e299	null	SCB, PX, XLSX	null	null	Sweden	5009	SE	null	null
Health documents	This website with data contains data about tuberculosis, diarrheal diseases, STIs, HIV/AIDS, notified cases in Swaziland from 2010 to 2011 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2010-2011, and temporal resolution is yearly. Open access.	null	null	Ministry of Health of Swaziland	null	null	null	http://www.gov.sz/index.php?option=com_content&view=article&id=751&Itemid=599	null	PDF	null	null	Swaziland	5086	SZ	null	null
Data and Statistics	This website with data contains data about HIV/AIDS/SOA from Suriname at country or province level with a yearly temporal resolution from 1993 to 2003 in Dutch.	null	null	The Ministry of Health of Suriname	null	null	null	http://www.gov.sr/ministerie-van-volksgezondheid/publicaties/data-en-statistieken.aspx	null	PDF	null	null	Suriname	5142	SR	null	null
